"Texas"
"Offense Type"
"by Agency, 2023"
"Crimes Against Persons"
""
""
""
""
"Sexual                                                                                    Destruction/"
"Crimes      Crimes    Crimes                                                                       Murder and Negligent                 Human                                                                  Assault Criminal                                                   Burglary/ Counter-       Damage/"
"Total       Against    Against    Against   Assault Aggravated      Simple                       Homicide     Nonnegligent   Man-     Justifiable Trafficking Commercial Involuntary Kidnapping/     Sex                   With an  Sexual                  Statutory                        Breaking & feiting/      Vandalism"
"Agency Type                Agency Name   Population"
"1"
"Offenses     Persons    Property   Society   Offenses   Assault      Assault      Intimidation    Offenses     Manslaughter slaughter Homicide      Offenses    Sex Acts    Servitude   Abduction   Offenses Rape Sodomy    Object Contact 2    Incest         Rape          Arson Bribery     Entering   Forgery     of Property"
"San Saba                         3,135           45          11       17         17          8          1            6               1            0                0        0            0           0           0           0           0         3    1      1          0        1            0               0        1       0             0         2               6"
"Sansom Park Village              5,315          308          60      200         48        54          21           21              12            0                0        0            0           0           0           0           3         3    2      0          0        1            0               0        0       0            33         3             43"
"Santa Anna                       1,045           30           4         5        21          3          0            3               0            0                0        0            0           0           0           0           0         1    1      0          0        0            0               0        0       0             2         1               0"
"Santa Fe                        12,883          259          75      126         58        68          12           45              11            0                0        0            0           0           0           0           0         7    7      0          0        0            0               0        0       0            14         8             10"
"Schertz                         43,461        1,101         351      578       172        334          55          189              90            0                0        0            0           0           0           0           1        16    7      0          2        7            0               0        3       0            51       35              24"
"Schulenburg                      2,758          119          27       54         38        24          17            3               4            0                0        0            0           0           0           0           0         3    3      0          0        0            0               0        0       0             2         4               5"
"Seabrook                        13,770          497         189      247         61       175          11          134              30            0                0        0            0           0           0           0           2        12    6      2          0        4            0               0        0       0            23         5             55"
"Seadrift                           997           14           0         8         6          0          0            0               0            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             1         1               1"
"Seagoville                      20,098          645         111      462         72       101          35           56              10            0                0        0            0           0           0           0           2         8    3      1          2        2            0               0        2       0            55         3            107"
"Sealy                            7,019          210          31      125         54        25           7           15               3            0                0        0            0           0           0           0           0         6    2      0          0        4            0               0        0       0            19       10              27"
"Seguin                          35,581        2,177         725    1,066       386        659          62          546              51            5                5        0            0          27           3          24           2        32   15      0          0       17            0               0        1       0            85       21             210"
"Selma                           11,871          648         101      421       126         93          23           60              10            2                1        1            0           0           0           0           0         6    3      0          0        3            0               0        1       1            15       20              25"
"Seminole                         7,182          342          96      124       122         93          16           73               4            0                0        0            0           0           0           0           2         1    0      0          0        1            0               0        0       0            17         1             34"
"Seven Points                     1,464           61          25       32          4        24           6           11               7            0                0        0            0           0           0           0           0         1    1      0          0        0            0               0        0       0             6         2               7"
"Seymour                          2,578           24          10         9         5        10           3            6               1            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             3         0               1"
"Shallowater                      2,923           32          10       21          1        10           4            5               1            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             3         1               4"
"Shavano Park                     3,672          101          10       69         22        10           0            9               1            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             4         7               1"
"Shenandoah                       3,738          484          48      374         62        43           7           30               6            0                0        0            0           0           0           0           0         5    3      0          0        2            0               0        0       0            17       10              25"
"Sherman                         45,941        2,437         891      964       582        830        145           630              55            3                3        0            0           0           0           0          16        42   24      4          1       13            0               0        3       0           215       36             103"
"Shiner                           2,198           72          18       38         16        16           3           13               0            1                1        0            0           0           0           0           0         1    0      1          0        0            0               0        0       0             5         2             15"
"Silsbee                          6,829          261          58      116         87        54          10           39               5            1                1        0            0           0           0           0           0         3    3      0          0        0            0               0        1       0             6         9             15"
"Sinton                           5,520          314          70      165         79        68          13           24              31            0                0        0            0           0           0           0           0         2    1      0          0        1            0               0        0       0            15         1             43"
"Slaton                           5,679          178          55      110         13        54          19           29               6            0                0        0            0           0           0           0           0         1    1      0          0        0            0               0        2       0            20         6             19"
"Smithville                       4,223          199          64       89         46        59           7           39              13            0                0        0            0           0           0           0           0         5    4      0          0        1            0               0        0       0             7         3             30"
"Snyder                          11,131          585         169      221       195        162        133            25               4            2                2        0            0           0           0           0           0         5    4      0          1        0            0               0        1       1            25         6             25"
"Socorro                         39,445        1,022         380      430       212        351          53          218              80            0                0        0            0           0           0           0           2        27   17      4          0        6            0               0        0       0            37         6             82"
"Somerset                         1,820           23           5       16          2          5          1            4               0            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             3         0               4"
"Somerville                       1,391           31          14       12          5          7          2            5               0            1                0        1            0           0           0           0           0         6    1      0          0        5            0               0        0       0             0         1               2"
"Sonora                           2,337           15           6         7         2          5          3            2               0            0                0        0            0           0           0           0           0         1    1      0          0        0            0               0        0       0             2         0               1"
"Sour Lake                        1,843           54          21       17         16        18           1           16               1            0                0        0            0           0           0           0           0         3    2      0          0        1            0               0        0       0             2         1               4"
"South Houston                   15,718        1,152         328      606       218        311          53          181              77            1                1        0            0           0           0           0           1        15    5      3          2        3            2               0        1       0            50       10              97"
"Southlake                       31,024          701          73      496       132         68           9           48              11            0                0        0            0           1           1           0           0         4    2      0          0        2            0               0        1       0            22       20              53"
"South Padre Island               2,048          801         226      414       161        215          27          153              35            0                0        0            0           0           0           0           0        11    8      0          1        2            0               0        0       0            18         3             95"
"Southside Place                  1,850           33           4       28          1          4          1            1               2            0                0        0            0           0           0           0           0         0    0      0          0        0            0               0        0       0             2         0               2"
"                                                                                                                                                                                                            Crimes Against Persons"
""
""
""
""
"Sexual                                                                                    Destruction/"
"Crimes      Crimes     Crimes                                                                           Murder and Negligent                 Human                                                                 Assault Criminal                                                   Burglary/ Counter-       Damage/"
"Total      Against    Against     Against    Assault     Aggravated     Simple                       Homicide     Nonnegligent   Man-     Justifiable Trafficking Commercial Involuntary Kidnapping/    Sex                   With an  Sexual                  Statutory                        Breaking & feiting/      Vandalism"
"Agency Type                 Agency Name   Population"
"1"
"Offenses    Persons    Property    Society    Offenses      Assault      Assault      Intimidation    Offenses     Manslaughter slaughter Homicide      Offenses    Sex Acts   Servitude   Abduction   Offenses Rape Sodomy    Object Contact 2    Incest         Rape          Arson Bribery     Entering   Forgery     of Property"
"Spearman                          3,051           0          0           0          0           0              0            0               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             0         0               0"
"Splendora                         1,958         241         13          55        173          12              3            7               2            0                0        0            0           0          0           0           1         0    0      0          0        0            0               0        0       0             7         1             16"
"Springtown                        4,227         209         60         105         44          51              7           35               9            0                0        0            0           0          0           0           6         3    3      0          0        0            0               0        0       0            14         5             16"
"Spring Valley                     4,278         107          4         102          1           4              2            2               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             3         1             17"
"Stafford                         17,330       1,290        337         833        120         320             54          246              20            0                0        0            0           0          0           0           1        16   12      1          1        2            0               0        0       0            37         7             74"
"Stamford                          2,935          89         20          33         36          18              1           17               0            1                1        0            0           0          0           0           0         1    1      0          0        0            0               0        1       0             8         0               9"
"Stanton                           2,653          68         14          48          6          14              4            5               5            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        1       0             6         2               3"
"Stephenville                     21,911         847        295         357        195         271             42          207              22            0                0        0            0           0          0           0           3        21   15      0          0        6            0               0        0       0            40       18              46"
"Stratford                         1,976          10          4           3          3           3              1            2               0            0                0        0            0           0          0           0           0         1    1      0          0        0            0               0        0       0             0         0               0"
"Sudan                               922           6          3           3          0           2              2            0               0            0                0        0            0           0          0           0           1         0    0      0          0        0            0               0        0       0             0         0               0"
"Sugar Land                      108,718       3,047        498       2,059        490         467             35          355              77            5                3        2            0           0          0           0           1        25   10      1          1       13            0               0        0       0            64       74             122"
"Sullivan City                     3,903         147         51          73         23          51             16           25              10            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0            11         1             12"
"Sulphur Springs                  16,640         402        104         180        118          89             11           62              16            1                1        0            0           0          0           0           0        14    8      1          0        5            0               0        1       0            11       11              19"
"Sunnyvale                         8,741         230         34         136         60          32             10           14               8            1                0        1            0           0          0           0           0         1    1      0          0        0            0               0        0       0            17         2             17"
"Sunray                            1,694          37          6          31          0           6              2            4               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             4         2               8"
"Sunrise Beach Village               800          27          3          20          4           3              0            1               2            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             3         1               6"
"Sunset Valley                       626         382          9         349         24           9              1            2               6            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             3         5             25"
"Surfside Beach                      681          18          7          10          1           7              3            4               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             4         0               2"
"Sweeny                            3,529         186         52          92         42          51              9           41               1            0                0        0            0           0          0           0           0         1    0      0          1        0            0               0        0       0             6       13              13"
"Sweetwater                       10,310         508        236         171        101         223             45          151              27            1                1        0            0           0          0           0           5         7    5      0          0        2            0               0        0       0            39         3               8"
"Taft                              2,903          71         26          29         16          24              3           21               0            0                0        0            0           0          0           0           0         2    0      0          0        2            0               0        0       0             3         0               9"
"Tahoka                            2,432          71         34          32          5          30              8           21               1            1                1        0            0           0          0           0           1         2    2      0          0        0            0               0        0       0             7         1               8"
"Tatum                             1,375           6          2           4          0           2              0            2               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             1         1               0"
"Taylor                           17,267         733        233         433         67         217             34          167              16            0                0        0            0           1          1           0           0        15    1      0          0       14            0               0        2       0            65         6             95"
"Teague                            3,490         137         42          84         11          37             10           26               1            0                0        0            0           0          0           0           1         4    3      0          0        1            0               0        0       0            21         2             20"
"Temple                           93,073       4,783      1,436       2,318      1,029       1,274           201           950             123            7                7        0            0           8          5           3          15      132    70     23          6       33            0               0       11       1           237       68              26"
"Tenaha                            1,009           0          0           0          0           0              0            0               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             0         0               0"
"Terrell                          21,371       1,204        272         730        202         256             44          194              18            4                4        0            0           0          0           0           0        12    6      1          1        4            0               0        2       0            57       34             126"
"Terrell Hills                     5,049         117         11         106          0          11              1            6               4            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0            18         0               9"
"Texarkana                        35,560       2,863        895       1,377        591         844           120           645              79            7                7        0            0           1          1           0           2        41   22      4          3       12            0               0        0       0           114       28             252"
"Texas City                       57,448       4,112      1,360       1,842        910       1,317           159           964             194            5                4        1            0           0          0           0           1        37   31      2          0        4            0               0        4       1           173       37             155"
"The Colony                       45,671       2,027        341       1,495        191         311             52          251               8            1                1        0            0           0          0           0           7        22   15      0          6        1            0               0        1       0            54       12             140"
"Thorndale                         1,386           0          0           0          0           0              0            0               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             0         0               0"
"Three Rivers                      1,581          22         11           3          8          11              2            7               2            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             1         0               0"
"Tioga                             1,273           0          0           0          0           0              0            0               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             0         0               0"
"Todd Mission                        128          14          1          11          2           1              0            1               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             1         1               2"
"Tomball                          14,260         743        201         457         85         192             44          125              23            0                0        0            0           0          0           0           0         9    7      0          1        1            0               0        3       0            29       24              49"
"Tom Bean                            981          10          6           3          1           6              1            4               1            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             1         0               2"
"Tool                              2,275          38         17          12          9          17              9            7               1            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             3         0               1"
"Trophy Club                      13,772         198         48          90         60          46              2           40               4            0                0        0            0           0          0           0           0         2    1      0          0        1            0               0        1       0             5         5             11"
"Tulia                             4,354         302         98         141         63          92             17           49              26            0                0        0            0           0          0           0           0         6    3      0          0        3            0               0        0       0            19         3             32"
"Tye                               1,203          25         11           7          7          10              3            5               2            1                1        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             1         0               0"
"Tyler                           110,824       6,959      1,786       3,629      1,544       1,648           344         1,238              66          12               11         1            0           0          0           0          19      107    80      4          2       21            0               0        3       1           271      118             605"
"Universal City                   20,112       1,715        387       1,063        265         360             28          237              95            0                0        0            0           0          0           0           1        26   20      1          0        5            0               0        0       0            91       24             215"
"University Park                  25,080         439         40         349         50          37              3           34               0            0                0        0            0           0          0           0           0         3    2      0          0        1            0               0        0       0           147         5             30"
"Uvalde                           15,538         964        296         561        107         269             36          204              29            0                0        0            0           0          0           0           7        20    9      2          0        9            0               0        1       0            81       28             111"
"Valley Mills                      1,294          28          8          11          9           4              2            2               0            1                0        1            0           0          0           0           0         3    1      2          0        0            0               0        0       0             4         0               2"
"Van                               2,891          94         15          39         40          13              2           10               1            0                0        0            0           0          0           0           0         2    2      0          0        0            0               0        0       0             3         4               6"
"Van Alstyne                       7,203         214         44          85         85          44              6           28              10            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       1             3         0             18"
"Vega                                861           2          1           1          0           1              0            0               1            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             0         0               0"
"Venus                             8,228         228         74          57         97          66             16           49               1            0                0        0            0           0          0           0           0         8    0      3          0        5            0               0        0       0             5         3               8"
"Vernon                            9,598         503        168         226        109         154             18          112              24            0                0        0            0           0          0           0           1        13    4      1          1        6            1               0        0       0            29       13              44"
"Victoria                         65,298       4,308      1,120       2,189        999       1,052           180           771             101            7                5        2            0           0          0           0           8        53   37      5          1       10            0               0        4       0           223       65             370"
"Vidor                             9,642         273         87         144         42          77             16           42              19            0                0        0            0           0          0           0           1         9    8      0          0        1            0               0        0       0            30         2             19"
"Waco                            145,741       9,593      2,919       5,362      1,312       2,687           515         1,953             219          15               12         3            0           3          3           0          52      162   100    22           0       40            0               0       15       0           509      178             841"
"Waelder                             956          32         17           6          9          16              0           16               0            0                0        0            0           0          0           0           0         1    0      0          1        0            0               0        0       0             3         0               2"
"Wake Village                      5,794         144         43          73         28          43              5           33               5            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0            13         5             13"
"Waller                            3,364         146         28          99         19          25              5           19               1            0                0        0            0           0          0           0           1         2    2      0          0        0            0               0        0       0            21         3             15"
"Wallis                            1,365          29         13          14          2          13              4            3               6            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             3         1               1"
"Watauga                          22,782       1,038        187         473        378         167             20          133              14            0                0        0            0           0          0           0           1        19   13      2          0        4            0               0        1       1            41       21              75"
"Waxahachie                       47,535       1,963        435       1,042        486         393             84          220              89            1                0        1            0           0          0           0           2        39   13      5          5       16            0               0        2       0            53       21             140"
"Weatherford                      39,115       2,027        480         950        597         425             49          282              94            0                0        0            0           0          0           0           9        46   23      4          0       19            0               0        2       0            49       39             110"
"Webster                          12,045       1,827        268       1,094        465         256             43          186              27            0                0        0            0           0          0           0           0        12    1      1          3        7            0               0        0       0            78       23             100"
"Weimar                            2,101          72         16          26         30          16              2           11               3            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             1         1               5"
"Weslaco                          43,072       4,269      1,080       2,494        695       1,033           110           690             233            0                0        0            0           0          0           0          14        33   18      4          0       11            0               0        2       0           129       48             425"
"West                              2,586          33         13          19          1          12              4            7               1            0                0        0            0           0          0           0           0         1    1      0          0        0            0               0        0       0             4         0               2"
"West Columbia                     3,579         170         42         103         25          41              5           27               9            0                0        0            0           0          0           0           0         1    1      0          0        0            0               0        2       0            12         1             16"
"West Lake Hills                   3,166         150         16         116         18          16              2            6               8            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             6         6               8"
"West Orange                       3,396         162         26         127          9          23              4           10               9            0                0        0            0           0          0           0           0         3    3      0          0        0            0               0        0       0            20         3             15"
"Westover Hills                      639          25          1          14         10           1              0            1               0            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             3         2               0"
"West University Place            14,686         399         19         281         99          18              5           11               2            0                0        0            0           0          0           0           0         1    0      0          1        0            0               0        1       0            23       10              23"
"Westworth                         2,658         346         45         192        109          44             14           21               9            0                0        0            0           0          0           0           0         1    1      0          0        0            0               0        0       0            15         6             24"
"Wharton                           8,792         540        146         309         85         142             28          112               2            0                0        0            0           0          0           0           0         4    0      2          0        1            1               0        0       0            30         3             61"
"Whitehouse                        9,609         161         40          96         25          30              4           23               3            0                0        0            0           1          0           1           1         8    6      2          0        0            0               0        0       0             7         6             15"
"White Oak                         6,233         141         53          77         11          50              4           45               1            1                1        0            0           0          0           0           0         2    1      0          0        1            0               0        0       0             8         5             10"
"Whitesboro                        4,396          67         28          22         17          27              3           12              12            0                0        0            0           0          0           0           0         1    0      0          0        1            0               0        1       0             1         1               2"
"White Settlement                 17,949         901        234         556        111         210             88          105              17            0                0        0            0           0          0           0           0        24   18      1          1        4            0               0        1       0            71       14             114"
"Whitewright                       1,856          31         10          14          7          10              1            8               1            0                0        0            0           0          0           0           0         0    0      0          0        0            0               0        0       0             4         0               2"
"Whitney                           2,096         100         29          62          9          27              3           22               2            0                0        0            0           0          0           0           0         2    0      2          0        0            0               0        0       0             5         4             17"
"                                                                                                                                                                                                                               Crimes Against Persons"
""
""
""
""
"Sexual                                                                                    Destruction/"
"Crimes    Crimes    Crimes                                                                   Murder and Negligent                 Human                                                                 Assault Criminal                                                   Burglary/ Counter-       Damage/"
"Total       Against   Against   Against   Assault Aggravated      Simple                    Homicide    Nonnegligent   Man-     Justifiable Trafficking Commercial Involuntary Kidnapping/    Sex                   With an  Sexual                  Statutory                        Breaking & feiting/      Vandalism"
"Agency Type                          Agency Name                Population"
"1"
"Offenses     Persons Property    Society   Offenses   Assault      Assault     Intimidation Offenses     Manslaughter slaughter Homicide      Offenses    Sex Acts   Servitude   Abduction   Offenses Rape Sodomy    Object Contact 2    Incest         Rape          Arson Bribery     Entering   Forgery     of Property"
"Wichita Falls                                  102,740        7,118       2,416    4,041       661      2,257        342         1,297            618         7                4        3            0           0          0           0          13      139    69     22          9       38            1               0        2       0           438      169             383"
"Willis                                           7,201          451         150      277         24       136          28            89            19         1                1        0            0           0          0           0           1        12    9      1          0        2            0               0        0       0            33         5             51"
